Date_reported,Country_code,Country,WHO_region,New_hospitalizations_last_7days,New_icu_admissions_last_7days,New_hospitalizations_last_28days,New_icu_admissions_last_28days
2020-02-16,USA,United States Of America,AMR,,,,
2020-02-16,VIR,United States Virgin Islands,AMR,,,,
2020-02-16,URY,Uruguay,AMR,74,10,281,43
2020-02-16,UZB,Uzbekistan,EUR,,,,
2020-02-16,VUT,Vanuatu,WPR,,,,
2020-02-16,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2020-02-16,VNM,Viet Nam,WPR,2,,16,
2020-02-16,WLF,Wallis And Futuna,WPR,,,,
2020-02-16,YEM,Yemen,EMR,,,,
2020-02-16,ZMB,Zambia,AFR,,,,
2020-02-16,ZWE,Zimbabwe,AFR,,,,
2020-02-09,AFG,Afghanistan,EMR,,,,
2020-02-09,ALB,Albania,EUR,,,,
2020-02-09,DZA,Algeria,AFR,,,,
2020-02-09,ASM,American Samoa,WPR,,,,
2020-02-09,AND,Andorra,EUR,,,,
2020-02-09,AGO,Angola,AFR,,,,
2020-02-09,AIA,Anguilla,AMR,,,,
2020-02-09,ATG,Antigua And Barbuda,AMR,,,,
2020-02-09,ARG,Argentina,AMR,,,,
2020-02-09,ARM,Armenia,EUR,,,,
2020-02-09,ABW,Aruba,AMR,,,,
2020-02-09,AUS,Australia,WPR,3,,14,
2020-02-09,AUT,Austria,EUR,,,,
2020-02-09,AZE,Azerbaijan,EUR,,,,
2020-02-09,BHS,Bahamas,AMR,,,,
2020-02-09,BHR,Bahrain,EMR,,,,
2020-02-09,BGD,Bangladesh,SEAR,0,,0,
2020-02-09,BRB,Barbados,AMR,,,,
2020-02-09,BLR,Belarus,EUR,,,,
2020-02-09,BEL,Belgium,EUR,1,,1,
2020-02-09,BLZ,Belize,AMR,,,,
2020-02-09,BEN,Benin,AFR,,,,
2020-02-09,BMU,Bermuda,AMR,,,,
2020-02-09,BTN,Bhutan,SEAR,,,,
2020-02-09,BOL,Bolivia (Plurinational State Of),AMR,,,,
2020-02-09,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2020-02-09,BIH,Bosnia And Herzegovina,EUR,,,,
2020-02-09,BWA,Botswana,AFR,,,,
2020-02-09,BRA,Brazil,AMR,,,,
2020-02-09,VGB,British Virgin Islands,AMR,,,,
2020-02-09,BRN,Brunei Darussalam,WPR,,,,
2020-02-09,BGR,Bulgaria,EUR,,,,
2020-02-09,BFA,Burkina Faso,AFR,,,,
2020-02-09,BDI,Burundi,AFR,,,,
2020-02-09,CPV,Cabo Verde,AFR,,,,
2020-02-09,KHM,Cambodia,WPR,,,3,
2020-02-09,CMR,Cameroon,AFR,,,,
2020-02-09,CAN,Canada,AMR,1,,3,
2020-02-09,CYM,Cayman Islands,AMR,,,,
2020-02-09,CAF,Central African Republic,AFR,,,,
2020-02-09,TCD,Chad,AFR,,,,
2020-02-09,CHL,Chile,AMR,,,,
2020-02-09,CHN,China,WPR,,,,
2020-02-09,COL,Colombia,AMR,,,,
2020-02-09,COM,Comoros,AFR,,,,
2020-02-09,COG,Congo,AFR,,,,
2020-02-09,COK,Cook Islands,WPR,,,,
2020-02-09,CRI,Costa Rica,AMR,,,,
2020-02-09,CIV,Côte D’Ivoire,AFR,,,,
2020-02-09,HRV,Croatia,EUR,,,,
2020-02-09,CUB,Cuba,AMR,,,,
2020-02-09,CUW,Curaçao,AMR,,,,
2020-02-09,CYP,Cyprus,EUR,,,1,
2020-02-09,CZE,Czechia,EUR,,0,,0
2020-02-09,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2020-02-09,COD,Democratic Republic Of The Congo,AFR,,,,
2020-02-09,DNK,Denmark,EUR,4,,15,1
2020-02-09,DJI,Djibouti,EMR,,,,
2020-02-09,DMA,Dominica,AMR,,,,
2020-02-09,DOM,Dominican Republic,AMR,,0,,0
2020-02-09,ECU,Ecuador,AMR,,,,
2020-02-09,EGY,Egypt,EMR,,,,
2020-02-09,SLV,El Salvador,AMR,,,,
2020-02-09,GNQ,Equatorial Guinea,AFR,,,,
2020-02-09,ERI,Eritrea,AFR,,,,
2020-02-09,EST,Estonia,EUR,,,,
2020-02-09,SWZ,Eswatini,AFR,,,,
2020-02-09,ETH,Ethiopia,AFR,,,,
2020-02-09,FLK,Falkland Islands (Malvinas),AMR,,,,
2020-02-09,FRO,Faroe Islands,EUR,,,,
2020-02-09,FJI,Fiji,WPR,,,,
2020-02-09,FIN,Finland,EUR,,,1,0
2020-02-09,FRA,France,EUR,,,,
2020-02-09,GUF,French Guiana,AMR,,,,
2020-02-09,PYF,French Polynesia,WPR,,,,
2020-02-09,GAB,Gabon,AFR,,,,
2020-02-09,GMB,Gambia,AFR,,,,
2020-02-09,GEO,Georgia,EUR,,,,
2020-02-09,DEU,Germany,EUR,28,0,136,0
2020-02-09,GHA,Ghana,AFR,,,,
2020-02-09,GIB,Gibraltar,EUR,,,,
2020-02-09,GRC,Greece,EUR,,0,,0
2020-02-09,GRL,Greenland,EUR,,,,
2020-02-09,GRD,Grenada,AMR,,,,
2020-02-09,GLP,Guadeloupe,AMR,,,,
2020-02-09,GUM,Guam,WPR,,,,
2020-02-09,GTM,Guatemala,AMR,,,,
2020-02-09,GGY,Guernsey,EUR,,,,
2020-02-09,GIN,Guinea,AFR,,,,
2020-02-09,GNB,Guinea-Bissau,AFR,,,,
2020-02-09,GUY,Guyana,AMR,,,,
2020-02-09,HTI,Haiti,AMR,,,,
2020-02-09,VAT,Holy See,EUR,,,,
2020-02-09,HND,Honduras,AMR,,,,
2020-02-09,HUN,Hungary,EUR,,,,
2020-02-09,ISL,Iceland,EUR,0,,0,
2020-02-09,IND,India,SEAR,3,,6,
2020-02-09,IDN,Indonesia,SEAR,0,,0,
2020-02-09,XXL,International Commercial Vessel,OTHER,,,,
2020-02-09,XXF,International Conveyance (American Samoa),OTHER,,,,
2020-02-09,XXJ,International Conveyance (Diamond Princess),OTHER,13,,13,
2020-02-09,XXI,International Conveyance (Kiribati),OTHER,,,,
2020-02-09,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2020-02-09,XXH,International Conveyance (Vanuatu),OTHER,,,,
2020-02-09,IRN,Iran (Islamic Republic Of),EMR,,,,
2020-02-09,IRQ,Iraq,EMR,18,,18,
2020-02-09,IRL,Ireland,EUR,4,,18,
2020-02-09,IMN,Isle Of Man,EUR,,,,
2020-02-09,ISR,Israel,EUR,,,,
2020-02-09,ITA,Italy,EUR,1,0,3,0
2020-02-09,JAM,Jamaica,AMR,,,,
2020-02-09,JPN,Japan,WPR,4,,16,
2020-02-09,JEY,Jersey,EUR,,,,
2020-02-09,JOR,Jordan,EMR,,,,
2020-02-09,KAZ,Kazakhstan,EUR,,,,
2020-02-09,KEN,Kenya,AFR,,,,
2020-02-09,KIR,Kiribati,WPR,,,,
2020-02-09,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2020-02-09,KWT,Kuwait,EMR,,,,
2020-02-09,KGZ,Kyrgyzstan,EUR,,,,
2020-02-09,LAO,Lao People'S Democratic Republic,WPR,,,,
2020-02-09,LVA,Latvia,EUR,,0,,0
2020-02-09,LBN,Lebanon,EMR,,,,
2020-02-09,LSO,Lesotho,AFR,,,,
2020-02-09,LBR,Liberia,AFR,,,,
2020-02-09,LBY,Libya,EMR,,,,
2020-02-09,LIE,Liechtenstein,EUR,,,,
2020-02-09,LTU,Lithuania,EUR,,,,
2020-02-09,LUX,Luxembourg,EUR,,,,
2020-02-09,MDG,Madagascar,AFR,,,,
2020-02-09,MWI,Malawi,AFR,,,,
2020-02-09,MYS,Malaysia,WPR,8,,16,
2020-02-09,MDV,Maldives,SEAR,,,,
2020-02-09,MLI,Mali,AFR,,,,
2020-02-09,MLT,Malta,EUR,,,,
2020-02-09,MHL,Marshall Islands,WPR,,,,
2020-02-09,MTQ,Martinique,AMR,,,,
2020-02-09,MRT,Mauritania,AFR,,,,
2020-02-09,MUS,Mauritius,AFR,,,,
2020-02-09,MYT,Mayotte,AFR,,,,
2020-02-09,MEX,Mexico,AMR,,,0,
2020-02-09,FSM,Micronesia (Federated States Of),WPR,,,,
2020-02-09,MCO,Monaco,EUR,,,,
2020-02-09,MNG,Mongolia,WPR,,,,
2020-02-09,MNE,Montenegro,EUR,,,,
2020-02-09,MSR,Montserrat,AMR,,,,
2020-02-09,MAR,Morocco,EMR,,,,
2020-02-09,MOZ,Mozambique,AFR,,,,
2020-02-09,MMR,Myanmar,SEAR,,,,
2020-02-09,NAM,Namibia,AFR,,,,
2020-02-09,NRU,Nauru,WPR,,,,
2020-02-09,NPL,Nepal,SEAR,,,1,
2020-02-09,NLD,Netherlands,EUR,2,,8,
2020-02-09,NCL,New Caledonia,WPR,,,,
2020-02-09,NZL,New Zealand,WPR,,,,
2020-02-09,NIC,Nicaragua,AMR,,,,
2020-02-09,NER,Niger,AFR,,,,
2020-02-09,NGA,Nigeria,AFR,,,,
2020-02-09,NIU,Niue,WPR,,,,
2020-02-09,MKD,North Macedonia,EUR,,,,
2020-02-09,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2020-02-09,NOR,Norway,EUR,,,,
2020-02-09,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,,,1,
2020-02-09,OMN,Oman,EMR,,,,
2020-02-09,PAK,Pakistan,EMR,,,,
2020-02-09,PLW,Palau,WPR,,,,
2020-02-09,PAN,Panama,AMR,,,,
2020-02-09,PNG,Papua New Guinea,WPR,,,,
2020-02-09,PRY,Paraguay,AMR,,,,
2020-02-09,PER,Peru,AMR,,,106,6
2020-02-09,PHL,Philippines,WPR,7,,15,
2020-02-09,PCN,Pitcairn Islands,WPR,,,,
2020-02-09,POL,Poland,EUR,3,,18,
2020-02-09,PRT,Portugal,EUR,,,,
2020-02-09,PRI,Puerto Rico,AMR,,,,
2020-02-09,QAT,Qatar,EMR,,,,
2020-02-09,KOR,Republic Of Korea,WPR,10,,24,
2020-02-09,MDA,Republic Of Moldova,EUR,,,,
2020-02-09,REU,Réunion,AFR,,,,
2020-02-09,ROU,Romania,EUR,4,,5,
2020-02-09,RUS,Russian Federation,EUR,0,,4,
2020-02-09,RWA,Rwanda,AFR,,,,
2020-02-09,BLM,Saint Barthélemy,AMR,,,,
2020-02-09,SHN,Saint Helena,AFR,,,,
2020-02-09,KNA,Saint Kitts And Nevis,AMR,,,,
2020-02-09,LCA,Saint Lucia,AMR,,,,
2020-02-09,MAF,Saint Martin,AMR,,,,
2020-02-09,SPM,Saint Pierre And Miquelon,AMR,,,,
2020-02-09,VCT,Saint Vincent And The Grenadines,AMR,,,,
2020-02-09,WSM,Samoa,WPR,,,,
2020-02-09,SMR,San Marino,EUR,,,,
2020-02-09,STP,Sao Tome And Principe,AFR,,,,
2020-02-09,SAU,Saudi Arabia,EMR,,,,
2020-02-09,SEN,Senegal,AFR,,,,
2020-02-09,SRB,Serbia,EUR,,,,
2020-02-09,SYC,Seychelles,AFR,,,,
2020-02-09,SLE,Sierra Leone,AFR,,,,
2020-02-09,SGP,Singapore,WPR,26,,42,
2020-02-09,SXM,Sint Maarten,AMR,,,1,0
2020-02-09,SVK,Slovakia,EUR,1,,11,
2020-02-09,SVN,Slovenia,EUR,0,,0,
2020-02-09,SLB,Solomon Islands,WPR,,,,
2020-02-09,SOM,Somalia,EMR,,,,
2020-02-09,ZAF,South Africa,AFR,,,,
2020-02-09,SSD,South Sudan,AFR,,,,
2020-02-09,ESP,Spain,EUR,1,,3,
2020-02-09,LKA,Sri Lanka,SEAR,,,1,
2020-02-09,SDN,Sudan,EMR,,,,
2020-02-09,SUR,Suriname,AMR,,,,
2020-02-09,SWE,Sweden,EUR,1,0,1,0
2020-02-09,CHE,Switzerland,EUR,,,,
2020-02-09,SYR,Syrian Arab Republic,EMR,,,,
2020-02-09,TJK,Tajikistan,EUR,,,,
2020-02-09,THA,Thailand,SEAR,13,,31,
2020-02-09,GBR,The United Kingdom,EUR,1,,5,
2020-02-09,TLS,Timor-Leste,SEAR,,,,
2020-02-09,TGO,Togo,AFR,,,,
2020-02-09,TKL,Tokelau,WPR,,,,
2020-02-09,TON,Tonga,WPR,,,,
2020-02-09,TTO,Trinidad And Tobago,AMR,,,,
2020-02-09,TUN,Tunisia,EMR,,,,
2020-02-09,TUR,Turkey,EUR,,,,
2020-02-09,TKM,Turkmenistan,EUR,,,,
2020-02-09,TCA,Turks And Caicos Islands,AMR,0,,0,
2020-02-09,TUV,Tuvalu,WPR,,,,
2020-02-09,UGA,Uganda,AFR,,,,
2020-02-09,UKR,Ukraine,EUR,,,,
2020-02-09,ARE,United Arab Emirates,EMR,,,7,
2020-02-09,TZA,United Republic Of Tanzania,AFR,,,,
2020-02-09,USA,United States Of America,AMR,,,,
2020-02-09,VIR,United States Virgin Islands,AMR,,,,
2020-02-09,URY,Uruguay,AMR,69,10,269,40
2020-02-09,UZB,Uzbekistan,EUR,,,,
2020-02-09,VUT,Vanuatu,WPR,,,,
2020-02-09,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2020-02-09,VNM,Viet Nam,WPR,8,,14,
2020-02-09,WLF,Wallis And Futuna,WPR,,,,
2020-02-09,YEM,Yemen,EMR,,,,
2020-02-09,ZMB,Zambia,AFR,,,,
2020-02-09,ZWE,Zimbabwe,AFR,,,,
2020-02-02,AFG,Afghanistan,EMR,,,,
2020-02-02,ALB,Albania,EUR,,,,
2020-02-02,DZA,Algeria,AFR,,,,
2020-02-02,ASM,American Samoa,WPR,,,,
2020-02-02,AND,Andorra,EUR,,,,
2020-02-02,AGO,Angola,AFR,,,,
2020-02-02,AIA,Anguilla,AMR,,,,
2020-02-02,ATG,Antigua And Barbuda,AMR,,,,
2020-02-02,ARG,Argentina,AMR,,,,
2020-02-02,ARM,Armenia,EUR,,,,
2020-02-02,ABW,Aruba,AMR,,,,
2020-02-02,AUS,Australia,WPR,6,,11,
2020-02-02,AUT,Austria,EUR,,,,
2020-02-02,AZE,Azerbaijan,EUR,,,,
2020-02-02,BHS,Bahamas,AMR,,,,
2020-02-02,BHR,Bahrain,EMR,,,,
2020-02-02,BGD,Bangladesh,SEAR,0,,0,
2020-02-02,BRB,Barbados,AMR,,,,
2020-02-02,BLR,Belarus,EUR,,,,
2020-02-02,BEL,Belgium,EUR,,,,
2020-02-02,BLZ,Belize,AMR,,,,
2020-02-02,BEN,Benin,AFR,,,,
2020-02-02,BMU,Bermuda,AMR,,,,
2020-02-02,BTN,Bhutan,SEAR,,,,
2020-02-02,BOL,Bolivia (Plurinational State Of),AMR,,,,
2020-02-02,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2020-02-02,BIH,Bosnia And Herzegovina,EUR,,,,
2020-02-02,BWA,Botswana,AFR,,,,
2020-02-02,BRA,Brazil,AMR,,,,
2020-02-02,VGB,British Virgin Islands,AMR,,,,
2020-02-02,BRN,Brunei Darussalam,WPR,,,,
2020-02-02,BGR,Bulgaria,EUR,,,,
2020-02-02,BFA,Burkina Faso,AFR,,,,
2020-02-02,BDI,Burundi,AFR,,,,
2020-02-02,CPV,Cabo Verde,AFR,,,,
2020-02-02,KHM,Cambodia,WPR,3,,3,
2020-02-02,CMR,Cameroon,AFR,,,,
2020-02-02,CAN,Canada,AMR,1,,2,
2020-02-02,CYM,Cayman Islands,AMR,,,,
2020-02-02,CAF,Central African Republic,AFR,,,,
2020-02-02,TCD,Chad,AFR,,,,
2020-02-02,CHL,Chile,AMR,,,,
2020-02-02,CHN,China,WPR,,,,
2020-02-02,COL,Colombia,AMR,,,553,
2020-02-02,COM,Comoros,AFR,,,,
2020-02-02,COG,Congo,AFR,,,,
2020-02-02,COK,Cook Islands,WPR,,,,
2020-02-02,CRI,Costa Rica,AMR,,,,
2020-02-02,CIV,Côte D’Ivoire,AFR,,,,
2020-02-02,HRV,Croatia,EUR,,,,
2020-02-02,CUB,Cuba,AMR,,,,
2020-02-02,CUW,Curaçao,AMR,,,,
2020-02-02,CYP,Cyprus,EUR,1,,1,
2020-02-02,CZE,Czechia,EUR,,0,,0
2020-02-02,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2020-02-02,COD,Democratic Republic Of The Congo,AFR,,,,
2020-02-02,DNK,Denmark,EUR,5,1,16,2
2020-02-02,DJI,Djibouti,EMR,,,,
2020-02-02,DMA,Dominica,AMR,,,,
2020-02-02,DOM,Dominican Republic,AMR,,,,
2020-02-02,ECU,Ecuador,AMR,,,,
2020-02-02,EGY,Egypt,EMR,,,,
2020-02-02,SLV,El Salvador,AMR,,,,
2020-02-02,GNQ,Equatorial Guinea,AFR,,,,
2020-02-02,ERI,Eritrea,AFR,,,,
2020-02-02,EST,Estonia,EUR,,,,
2020-02-02,SWZ,Eswatini,AFR,,,,
2020-02-02,ETH,Ethiopia,AFR,,,,
2020-02-02,FLK,Falkland Islands (Malvinas),AMR,,,,
2020-02-02,FRO,Faroe Islands,EUR,,,,
2020-02-02,FJI,Fiji,WPR,,,,
2020-02-02,FIN,Finland,EUR,1,0,1,0
2020-02-02,FRA,France,EUR,,,,
2020-02-02,GUF,French Guiana,AMR,,,,
2020-02-02,PYF,French Polynesia,WPR,,,,
2020-02-02,GAB,Gabon,AFR,,,,
2020-02-02,GMB,Gambia,AFR,,,,
2020-02-02,GEO,Georgia,EUR,,,,
2020-02-02,DEU,Germany,EUR,61,0,144,0
2020-02-02,GHA,Ghana,AFR,,,,
2020-02-02,GIB,Gibraltar,EUR,,,,
2020-02-02,GRC,Greece,EUR,,0,,0
2020-02-02,GRL,Greenland,EUR,,,,
2020-02-02,GRD,Grenada,AMR,,,,
2020-02-02,GLP,Guadeloupe,AMR,,,,
2020-02-02,GUM,Guam,WPR,,,,
2020-02-02,GTM,Guatemala,AMR,,,,
2020-02-02,GGY,Guernsey,EUR,,,,
2020-02-02,GIN,Guinea,AFR,,,,
2020-02-02,GNB,Guinea-Bissau,AFR,,,,
2020-02-02,GUY,Guyana,AMR,,,,
2020-02-02,HTI,Haiti,AMR,,,,
2020-02-02,VAT,Holy See,EUR,,,,
2020-02-02,HND,Honduras,AMR,,,,
2020-02-02,HUN,Hungary,EUR,,,,
2020-02-02,ISL,Iceland,EUR,,,,
2020-02-02,IND,India,SEAR,3,,3,
2020-02-02,IDN,Indonesia,SEAR,0,,0,
2020-02-02,XXL,International Commercial Vessel,OTHER,,,,
2020-02-02,XXF,International Conveyance (American Samoa),OTHER,,,,
2020-02-02,XXJ,International Conveyance (Diamond Princess),OTHER,,,,
2020-02-02,XXI,International Conveyance (Kiribati),OTHER,,,,
2020-02-02,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2020-02-02,XXH,International Conveyance (Vanuatu),OTHER,,,,
2020-02-02,IRN,Iran (Islamic Republic Of),EMR,,,,
2020-02-02,IRQ,Iraq,EMR,,,31,
2020-02-02,IRL,Ireland,EUR,7,,18,
2020-02-02,IMN,Isle Of Man,EUR,,,,
2020-02-02,ISR,Israel,EUR,,,,
2020-02-02,ITA,Italy,EUR,2,0,2,0
2020-02-02,JAM,Jamaica,AMR,,,,
2020-02-02,JPN,Japan,WPR,8,,12,
2020-02-02,JEY,Jersey,EUR,,,,
2020-02-02,JOR,Jordan,EMR,,,,
2020-02-02,KAZ,Kazakhstan,EUR,,,,
2020-02-02,KEN,Kenya,AFR,,,,
2020-02-02,KIR,Kiribati,WPR,,,,
2020-02-02,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2020-02-02,KWT,Kuwait,EMR,,,,
2020-02-02,KGZ,Kyrgyzstan,EUR,,,,
2020-02-02,LAO,Lao People'S Democratic Republic,WPR,,,,
2020-02-02,LVA,Latvia,EUR,,0,,0
2020-02-02,LBN,Lebanon,EMR,,,,
2020-02-02,LSO,Lesotho,AFR,,,,
2020-02-02,LBR,Liberia,AFR,,,,
2020-02-02,LBY,Libya,EMR,,,,
2020-02-02,LIE,Liechtenstein,EUR,,,,
2020-02-02,LTU,Lithuania,EUR,,,,
2020-02-02,LUX,Luxembourg,EUR,,,,
2020-02-02,MDG,Madagascar,AFR,,,,
2020-02-02,MWI,Malawi,AFR,,,,
2020-02-02,MYS,Malaysia,WPR,4,,8,
2020-02-02,MDV,Maldives,SEAR,,,,
2020-02-02,MLI,Mali,AFR,,,,
2020-02-02,MLT,Malta,EUR,,,,
2020-02-02,MHL,Marshall Islands,WPR,,,,
2020-02-02,MTQ,Martinique,AMR,,,,
2020-02-02,MRT,Mauritania,AFR,,,,
2020-02-02,MUS,Mauritius,AFR,,,,
2020-02-02,MYT,Mayotte,AFR,,,,
2020-02-02,MEX,Mexico,AMR,0,,0,
2020-02-02,FSM,Micronesia (Federated States Of),WPR,,,,
2020-02-02,MCO,Monaco,EUR,,,,
2020-02-02,MNG,Mongolia,WPR,,,,
2020-02-02,MNE,Montenegro,EUR,,,,
2020-02-02,MSR,Montserrat,AMR,,,,
2020-02-02,MAR,Morocco,EMR,,,,
2020-02-02,MOZ,Mozambique,AFR,,,,
2020-02-02,MMR,Myanmar,SEAR,,,,
2020-02-02,NAM,Namibia,AFR,,,,
2020-02-02,NRU,Nauru,WPR,,,,
2020-02-02,NPL,Nepal,SEAR,,,1,
2020-02-02,NLD,Netherlands,EUR,3,,7,
2020-02-02,NCL,New Caledonia,WPR,,,,
2020-02-02,NZL,New Zealand,WPR,,,,
2020-02-02,NIC,Nicaragua,AMR,,,,
2020-02-02,NER,Niger,AFR,,,,
2020-02-02,NGA,Nigeria,AFR,,,,
2020-02-02,NIU,Niue,WPR,,,,
2020-02-02,MKD,North Macedonia,EUR,,,,
2020-02-02,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2020-02-02,NOR,Norway,EUR,,,,
2020-02-02,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,,,2,
2020-02-02,OMN,Oman,EMR,,,,
2020-02-02,PAK,Pakistan,EMR,,,,
2020-02-02,PLW,Palau,WPR,,,,
2020-02-02,PAN,Panama,AMR,,,,
2020-02-02,PNG,Papua New Guinea,WPR,,,,
2020-02-02,PRY,Paraguay,AMR,,,,
2020-02-02,PER,Peru,AMR,,,315,24
2020-02-02,PHL,Philippines,WPR,3,,11,
2020-02-02,PCN,Pitcairn Islands,WPR,,,,
2020-02-02,POL,Poland,EUR,8,,19,
2020-02-02,PRT,Portugal,EUR,,,,
2020-02-02,PRI,Puerto Rico,AMR,,,,
2020-02-02,QAT,Qatar,EMR,,,,
2020-02-02,KOR,Republic Of Korea,WPR,10,,14,
2020-02-02,MDA,Republic Of Moldova,EUR,,,,
2020-02-02,REU,Réunion,AFR,,,,
2020-02-02,ROU,Romania,EUR,,,2,
2020-02-02,RUS,Russian Federation,EUR,4,,4,
2020-02-02,RWA,Rwanda,AFR,,,,
2020-02-02,BLM,Saint Barthélemy,AMR,,,,
2020-02-02,SHN,Saint Helena,AFR,,,,
2020-02-02,KNA,Saint Kitts And Nevis,AMR,,,,
2020-02-02,LCA,Saint Lucia,AMR,,,,
2020-02-02,MAF,Saint Martin,AMR,,,,
2020-02-02,SPM,Saint Pierre And Miquelon,AMR,,,,
2020-02-02,VCT,Saint Vincent And The Grenadines,AMR,,,,
2020-02-02,WSM,Samoa,WPR,,,,
2020-02-02,SMR,San Marino,EUR,,,,
2020-02-02,STP,Sao Tome And Principe,AFR,,,,
2020-02-02,SAU,Saudi Arabia,EMR,,,,
2020-02-02,SEN,Senegal,AFR,,,,
2020-02-02,SRB,Serbia,EUR,,,,
2020-02-02,SYC,Seychelles,AFR,,,,
2020-02-02,SLE,Sierra Leone,AFR,,,,
2020-02-02,SGP,Singapore,WPR,12,,16,
2020-02-02,SXM,Sint Maarten,AMR,,,1,0
2020-02-02,SVK,Slovakia,EUR,4,,15,
2020-02-02,SVN,Slovenia,EUR,0,,0,
2020-02-02,SLB,Solomon Islands,WPR,,,,
2020-02-02,SOM,Somalia,EMR,,,,
2020-02-02,ZAF,South Africa,AFR,,,,
2020-02-02,SSD,South Sudan,AFR,,,,
2020-02-02,ESP,Spain,EUR,1,,2,
2020-02-02,LKA,Sri Lanka,SEAR,1,,1,
2020-02-02,SDN,Sudan,EMR,,,,
2020-02-02,SUR,Suriname,AMR,,,,
2020-02-02,SWE,Sweden,EUR,,,,
2020-02-02,CHE,Switzerland,EUR,,,,
2020-02-02,SYR,Syrian Arab Republic,EMR,,,,
2020-02-02,TJK,Tajikistan,EUR,,,,
2020-02-02,THA,Thailand,SEAR,11,,19,
2020-02-02,GBR,The United Kingdom,EUR,4,,4,
2020-02-02,TLS,Timor-Leste,SEAR,,,,
2020-02-02,TGO,Togo,AFR,,,,
2020-02-02,TKL,Tokelau,WPR,,,,
2020-02-02,TON,Tonga,WPR,,,,
2020-02-02,TTO,Trinidad And Tobago,AMR,,,,
2020-02-02,TUN,Tunisia,EMR,,,,
2020-02-02,TUR,Turkey,EUR,,,,
2020-02-02,TKM,Turkmenistan,EUR,,,,
2020-02-02,TCA,Turks And Caicos Islands,AMR,0,,0,
2020-02-02,TUV,Tuvalu,WPR,,,,
2020-02-02,UGA,Uganda,AFR,,,,
2020-02-02,UKR,Ukraine,EUR,,,,
2020-02-02,ARE,United Arab Emirates,EMR,6,,7,
2020-02-02,TZA,United Republic Of Tanzania,AFR,,,,
2020-02-02,USA,United States Of America,AMR,,,,
2020-02-02,VIR,United States Virgin Islands,AMR,,,,
2020-02-02,URY,Uruguay,AMR,73,14,268,36
2020-02-02,UZB,Uzbekistan,EUR,,,,
2020-02-02,VUT,Vanuatu,WPR,,,,
2020-02-02,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2020-02-02,VNM,Viet Nam,WPR,4,,6,
2020-02-02,WLF,Wallis And Futuna,WPR,,,,
2020-02-02,YEM,Yemen,EMR,,,,
2020-02-02,ZMB,Zambia,AFR,,,,
2020-02-02,ZWE,Zimbabwe,AFR,,,,
2020-01-26,AFG,Afghanistan,EMR,,,,
2020-01-26,ALB,Albania,EUR,,,,
2020-01-26,DZA,Algeria,AFR,,,,
2020-01-26,ASM,American Samoa,WPR,,,,
2020-01-26,AND,Andorra,EUR,,,,
2020-01-26,AGO,Angola,AFR,,,,
2020-01-26,AIA,Anguilla,AMR,,,,
2020-01-26,ATG,Antigua And Barbuda,AMR,,,,
2020-01-26,ARG,Argentina,AMR,,,,
2020-01-26,ARM,Armenia,EUR,,,,
2020-01-26,ABW,Aruba,AMR,,,1,0
2020-01-26,AUS,Australia,WPR,5,,5,
2020-01-26,AUT,Austria,EUR,,,,
2020-01-26,AZE,Azerbaijan,EUR,,,,
2020-01-26,BHS,Bahamas,AMR,,,,
2020-01-26,BHR,Bahrain,EMR,,,,
2020-01-26,BGD,Bangladesh,SEAR,0,,0,
2020-01-26,BRB,Barbados,AMR,,,,
2020-01-26,BLR,Belarus,EUR,,,,
2020-01-26,BEL,Belgium,EUR,,,,
2020-01-26,BLZ,Belize,AMR,,,,
2020-01-26,BEN,Benin,AFR,,,,
2020-01-26,BMU,Bermuda,AMR,,,,
2020-01-26,BTN,Bhutan,SEAR,,,,
2020-01-26,BOL,Bolivia (Plurinational State Of),AMR,,,,
2020-01-26,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2020-01-26,BIH,Bosnia And Herzegovina,EUR,,,,
2020-01-26,BWA,Botswana,AFR,,,,
2020-01-26,BRA,Brazil,AMR,,,,
2020-01-26,VGB,British Virgin Islands,AMR,,,,
2020-01-26,BRN,Brunei Darussalam,WPR,,,,
2020-01-26,BGR,Bulgaria,EUR,,,,
2020-01-26,BFA,Burkina Faso,AFR,,,,
2020-01-26,BDI,Burundi,AFR,,,,
2020-01-26,CPV,Cabo Verde,AFR,,,,
2020-01-26,KHM,Cambodia,WPR,,,,
2020-01-26,CMR,Cameroon,AFR,,,,
